temp,dewp,slp,stp,visib,wdsp,mxspd,max,min,prcp,sndp,year,month,day,fog,rain,snow,hail,thunder,tornado
15.5,10.7,1029.0,1005.1,8.3,3.6,5.8,21.2,9.1,0.032,6.7,2016,1,22,0,0,1,0,0,0
14.4,10.9,1033.7,1009.6,4.7,3.0,4.85,20.7,5.9,0.0,6.7,2016,1,23,0,0,1,0,0,0
10.9,7.4,1035.1,1010.7,9.7,2.4,3.9,16.7,4.3,0.0,6.7,2016,1,24,0,0,1,0,0,0
11.7,10.3,1028.8,1004.6,3.8,5.2,9.7,22.1,3.2,0.04,6.7,2016,1,25,0,0,1,0,0,0
20.7,19.2,1027.1,1003.4,3.4,5.5,9.7,24.8,18.1,0.2,8.7,2016,1,26,0,0,1,0,0,0
28.1,26.7,1022.3,999.2,2.5,4.6,5.8,36.7,18.0,0.04,8.7,2016,1,27,1,0,0,0,0,0
39.4,34.6,1018.5,996.0,9.0,4.6,5.8,43.2,34.5,0.03333333333333333,7.1,2016,1,28,0,0,0,0,0,0
36.3,30.8,1025.2,1002.3,10.9,4.1,5.8,38.8,33.8,0.026666666666666665,3.9,2016,1,29,0,0,0,0,0,0
32.8,30.9,1026.3,1003.3,4.4,6.6,13.6,40.5,28.0,0.02,3.9,2016,1,30,1,0,0,0,0,0
35.2,33.3,1012.3,989.7,2.6,8.0,11.7,41.4,32.0,0.013333333333333332,3.1,2016,1,31,1,0,0,0,0,0
35.3,27.8,1014.8,992.1,10.9,4.4,5.8,41.9,31.8,0.006666666666666668,2.8,2016,2,1,0,0,0,0,0,0
36.0,32.9,1019.2,996.5,7.9,5.8,13.6,39.6,30.6,0.0,2.0,2016,2,2,0,0,0,0,0,0
40.3,36.8,1013.2,990.8,6.5,3.1,5.8,46.6,35.6,0.03,1.6,2016,2,3,0,0,0,0,0,0
34.0,32.8,1012.9,990.2,2.7,5.5,9.7,36.0,32.5,0.06,0.8,2016,2,4,0,1,0,0,0,0
32.3,28.5,1020.2,997.3,7.8,2.2,3.9,36.9,29.3,0.10714285714285715,0.8,2016,2,5,0,0,0,0,0,0
32.3,20.7,1026.9,1003.8,12.4,4.2,5.8,34.9,30.9,0.1542857142857143,0.4,2016,2,6,0,0,0,0,0,0
29.7,22.4,1029.3,1006.1,10.4,6.5,7.8,35.8,23.0,0.20142857142857143,0.4,2016,2,7,0,0,0,0,0,0
31.4,28.0,1026.3,1003.2,6.5,9.5,11.7,37.8,27.3,0.24857142857142858,0.4,2016,2,8,0,0,0,0,0,0
36.1,32.9,1019.6,996.9,7.5,9.2,11.7,40.6,30.2,0.2957142857142857,0.4,2016,2,9,0,0,0,0,0,0
39.6,38.1,1009.5,987.1,3.2,13.6,15.5,42.8,36.1,0.34285714285714286,0.0,2016,2,10,1,0,0,0,0,0
38.2,35.8,1003.5,981.2,5.0,6.8,11.7,43.9,32.5,0.39,0.0,2016,2,11,0,1,0,0,0,0
37.0,30.5,1013.9,991.3,10.4,4.2,5.8,45.7,29.1,0.45666666666666667,0.0,2016,2,12,0,0,0,0,0,0
35.1,34.4,1009.0,986.4,2.4,7.8,11.7,37.8,30.7,0.5233333333333333,0.0,2016,2,13,1,1,0,0,0,0
45.0,39.1,1000.5,978.6,8.3,6.8,11.7,53.8,36.0,0.59,0.0,2016,2,14,0,1,0,0,0,0
42.5,41.7,1011.4,989.2,1.9,7.2,9.7,51.1,34.7,0.295,0.0,2016,2,15,1,0,0,0,0,0
47.4,43.7,1024.2,1001.8,5.7,5.6,9.7,54.1,42.3,0.0,0.0,2016,2,16,0,1,0,0,0,0
38.9,34.1,1036.2,1013.2,9.5,6.7,9.7,45.0,32.4,0.0,0.0,2016,2,17,0,0,0,0,0,0
32.7,23.1,1033.5,1010.3,12.4,5.5,7.8,39.7,28.8,0.01,0.0,2016,2,18,0,0,0,0,0,0
32.9,22.4,1023.7,1000.7,10.9,5.8,7.8,39.9,28.4,0.02,0.0,2016,2,19,0,0,0,0,0,0
29.2,24.0,1024.5,1001.3,7.6,5.3,9.7,31.6,27.7,0.03,0.0,2016,2,20,0,0,1,0,0,0
30.9,27.5,1016.8,993.9,7.3,5.5,7.8,34.2,25.5,0.04,0.8,2016,2,21,0,0,1,0,0,0
45.2,37.8,1010.1,988.0,8.8,9.0,13.6,58.8,32.0,0.12000000000000002,0.0,2016,2,22,0,0,0,0,0,0
48.0,42.2,1008.8,986.8,9.2,4.1,5.8,57.6,39.9,0.20000000000000004,0.0,2016,2,23,0,1,0,0,0,0
46.7,42.5,1006.4,984.4,6.7,5.5,11.7,57.9,36.3,0.28,0.0,2016,2,24,0,0,0,0,1,0
38.0,27.3,1016.5,993.9,10.2,5.1,7.8,46.0,32.4,0.14,0.0,2016,2,25,0,0,0,0,0,0
39.7,35.3,1014.2,991.8,7.9,8.3,11.7,45.5,34.9,0.0,0.0,2016,2,26,0,1,0,0,0,0
37.1,34.4,1019.3,996.6,5.0,6.9,9.7,40.3,33.4,0.04,0.0,2016,2,27,0,1,0,0,0,0
38.8,34.7,1027.0,1004.3,8.9,4.9,7.8,44.4,31.6,0.02,0.0,2016,2,28,0,0,0,0,0,0
42.7,41.0,1024.4,1001.9,4.0,10.5,13.6,45.1,40.1,0.0,0.0,2016,2,29,0,1,0,0,0,0
45.7,44.1,1011.6,989.5,3.1,7.8,11.7,51.3,41.9,0.0,0.0,2016,3,1,1,0,0,0,0,0
43.5,39.6,1008.4,986.2,5.0,3.3,5.8,54.9,37.8,0.12333333333333334,0.0,2016,3,2,1,0,0,0,0,0
40.2,35.0,1006.5,984.3,7.0,7.8,13.6,48.2,32.0,0.24666666666666667,0.0,2016,3,3,0,1,0,0,0,0
36.5,35.2,1002.7,980.4,2.7,6.8,9.7,37.4,36.0,0.37,0.0,2016,3,4,0,1,0,0,0,0
36.4,33.1,1009.9,987.4,7.8,4.5,5.8,41.5,33.8,0.31857142857142856,0.0,2016,3,5,0,0,0,0,0,0
38.1,36.9,1012.8,990.3,3.2,8.7,11.7,46.4,31.1,0.2671428571428571,0.0,2016,3,6,1,0,0,0,0,0
46.8,40.7,1011.9,989.9,6.8,11.9,15.5,59.2,38.5,0.21571428571428572,0.0,2016,3,7,0,0,0,0,0,0
47.8,37.9,1012.8,990.7,8.0,9.7,15.5,59.7,38.7,0.16428571428571428,0.0,2016,3,8,0,0,0,0,0,0
47.5,40.8,1015.5,993.4,6.9,4.6,5.8,58.1,40.1,0.11285714285714288,0.0,2016,3,9,1,0,0,0,0,0
47.9,34.9,1015.6,993.5,11.7,9.5,15.5,59.0,39.6,0.061428571428571443,0.0,2016,3,10,0,0,0,0,0,0
41.2,37.1,1019.7,997.2,6.4,6.7,9.7,44.6,39.9,0.01,0.0,2016,3,11,0,1,0,0,0,0
42.5,39.3,1023.4,1000.9,6.9,2.9,3.9,46.9,38.8,0.04,0.0,2016,3,12,0,1,0,0,0,0
39.7,34.4,1023.5,1000.8,8.3,7.5,15.5,51.3,35.4,0.01,0.0,2016,3,13,0,1,0,0,0,0
35.6,22.3,1022.1,999.2,12.4,11.9,19.4,42.6,32.9,0.005,0.0,2016,3,14,0,0,0,0,0,0
32.9,21.9,1024.0,1001.0,12.4,5.8,9.7,39.2,31.3,0.0,0.0,2016,3,15,0,1,1,0,0,0
35.6,19.5,1028.3,1005.3,12.4,6.1,7.8,46.6,27.3,0.0,0.0,2016,3,16,0,0,0,0,0,0
38.8,28.6,1020.2,997.6,12.4,7.0,9.7,50.4,32.0,0.0,0.0,2016,3,17,0,0,0,0,0,0
46.7,31.3,1008.0,986.0,12.4,7.8,11.7,54.7,41.4,0.0,0.0,2016,3,18,0,0,0,0,0,0
32.2,19.1,1010.5,987.7,12.4,10.0,17.5,40.6,25.7,0.0,0.0,2016,3,19,0,0,1,0,0,0
37.1,17.8,1013.3,990.7,12.4,8.0,11.7,48.7,23.4,0.0,0.0,2016,3,20,0,0,0,0,0,0
41.3,27.2,1011.7,989.3,12.4,4.9,7.8,47.8,32.7,0.0,0.0,2016,3,21,0,0,0,0,0,0
38.6,30.9,1008.5,986.2,9.7,3.6,7.8,52.5,29.3,0.0,0.0,2016,3,22,0,0,0,0,0,0
41.4,31.6,1008.3,986.0,9.1,3.9,3.9,49.1,30.6,0.415,0.0,2016,3,23,0,0,0,0,0,0
34.8,32.8,1000.9,978.5,4.1,14.2,15.5,37.4,32.0,0.83,1.6,2016,3,24,0,1,1,0,0,0
34.2,26.5,1011.7,989.0,11.7,7.5,11.7,38.5,31.5,0.44499999999999995,0.0,2016,3,25,0,0,0,0,0,0
34.6,30.6,1016.0,993.3,5.7,4.7,9.7,42.6,30.6,0.06,0.4,2016,3,26,0,0,1,0,0,0
38.5,26.4,1017.3,994.7,10.9,3.4,7.8,50.4,27.1,0.0475,0.0,2016,3,27,0,0,0,0,0,0
42.2,21.6,1014.1,991.7,12.4,5.8,11.7,54.0,31.1,0.035,0.0,2016,3,28,0,0,0,0,0,0
46.8,23.9,1012.9,990.7,12.4,3.9,7.8,58.8,30.2,0.0225,0.0,2016,3,29,0,0,0,0,0,0
46.6,34.9,1017.7,995.5,10.1,5.0,5.8,59.4,40.1,0.01,0.0,2016,3,30,0,1,0,0,0,0
54.7,42.3,1016.4,994.5,11.2,5.6,7.8,69.1,41.7,0.04,0.0,2016,3,31,0,1,0,0,0,0
59.8,41.4,1009.6,988.1,10.4,7.8,13.6,75.9,43.3,0.03,0.0,2016,4,1,0,0,0,0,0,0
41.7,27.9,1021.3,998.7,10.8,8.4,11.7,45.7,36.7,0.02,0.0,2016,4,2,0,0,0,0,0,0
45.2,22.7,1024.0,1001.5,12.4,4.4,7.8,57.7,31.1,0.015,0.0,2016,4,3,0,0,0,0,0,0
49.5,31.5,1017.0,994.9,12.4,6.3,7.8,63.3,37.6,0.01,0.0,2016,4,4,0,0,0,0,0,0
49.0,39.5,1013.8,991.7,8.9,7.0,9.7,65.7,38.1,0.005000000000000001,0.0,2016,4,5,1,0,0,0,0,0
52.0,40.9,1011.8,989.9,8.2,5.8,7.8,66.0,41.7,0.0,0.0,2016,4,6,0,0,0,0,0,0
52.4,44.7,1013.3,991.5,7.5,3.9,7.8,72.3,40.3,0.0,0.0,2016,4,7,1,0,0,0,0,0
57.1,40.5,1012.3,990.7,8.9,4.6,9.7,75.2,42.4,0.0,0.0,2016,4,8,1,0,0,0,0,0
61.0,41.6,1005.0,983.6,12.4,6.3,11.7,74.7,52.0,0.0,0.0,2016,4,9,0,0,0,0,0,0
58.4,44.4,1002.9,981.5,12.4,4.4,7.8,68.0,46.9,0.0,0.0,2016,4,10,0,0,0,0,0,0
54.3,51.1,1006.8,985.2,4.4,4.7,5.8,59.0,51.8,0.0,0.0,2016,4,11,0,0,0,0,0,0
56.6,50.4,1010.4,988.8,6.6,3.3,5.8,70.7,47.1,0.04,0.0,2016,4,12,1,0,0,0,0,0
55.0,51.3,1008.4,986.8,5.5,3.1,3.9,68.7,48.7,0.08,0.0,2016,4,13,0,1,0,0,1,0
60.7,50.6,1003.3,982.0,9.6,6.3,9.7,70.7,49.1,0.7499999999999999,0.0,2016,4,14,0,0,0,0,0,0
47.6,45.2,1004.8,982.9,4.6,4.5,9.7,52.5,40.3,1.42,0.0,2016,4,15,0,1,0,0,0,0
54.5,43.0,1015.0,993.2,10.9,6.6,9.7,67.6,39.2,1.085,0.0,2016,4,16,0,0,0,0,0,0
62.0,50.7,1012.9,991.5,9.1,6.1,9.7,76.8,47.7,0.75,0.0,2016,4,17,0,0,0,0,0,0
69.9,50.4,1011.9,990.8,12.4,4.9,7.8,83.3,59.7,0.41500000000000004,0.0,2016,4,18,0,0,0,0,0,0
57.6,49.9,1015.5,993.9,9.8,5.0,7.8,62.6,54.5,0.08,0.0,2016,4,19,0,1,0,0,0,0
48.1,39.2,1014.5,992.4,7.7,5.8,7.8,52.7,45.3,0.2,0.0,2016,4,20,0,1,0,0,0,0
44.4,31.3,1019.5,997.1,12.4,5.8,9.7,53.2,38.3,0.168,0.0,2016,4,21,0,0,0,0,0,0
53.8,33.8,1014.3,992.4,12.4,7.3,11.7,66.4,37.2,0.136,0.0,2016,4,22,0,0,0,0,0,0
52.8,36.2,1011.1,989.3,12.4,5.1,7.8,62.6,43.2,0.10400000000000001,0.0,2016,4,23,0,0,0,0,0,0
54.2,41.1,1003.0,981.4,10.6,4.1,5.8,67.1,39.2,0.07200000000000001,0.0,2016,4,24,0,0,0,0,0,0
51.7,45.5,998.4,976.8,8.3,3.6,7.8,59.5,43.3,0.04,0.0,2016,4,25,0,1,0,0,0,0
47.9,43.3,1003.3,981.5,9.0,4.1,7.8,51.6,45.1,0.04,0.0,2016,4,26,0,1,0,0,0,0
51.3,36.3,1011.3,989.4,11.7,6.1,13.6,61.7,42.1,0.036000000000000004,0.0,2016,4,27,0,0,0,0,0,0
55.8,37.1,1015.6,993.8,12.4,3.4,3.9,68.9,41.0,0.032,0.0,2016,4,28,0,0,0,0,0,0
58.1,43.9,1019.6,997.9,9.8,3.3,5.8,70.2,41.9,0.028,0.0,2016,4,29,0,0,0,0,0,0
60.7,39.9,1019.1,997.4,11.8,3.6,5.8,71.8,47.7,0.024,0.0,2016,4,30,0,0,0,0,0,0
57.9,39.4,1021.3,999.5,12.4,5.6,7.8,68.0,44.6,0.02,0.0,2016,5,1,0,0,0,0,0,0
57.2,39.2,1021.0,999.2,12.4,4.1,7.8,67.3,44.8,0.016,0.0,2016,5,2,0,0,0,0,0,0
57.9,36.8,1014.3,992.6,12.4,6.9,9.7,69.3,43.7,0.012,0.0,2016,5,3,0,0,0,0,0,0
57.8,38.5,1011.1,989.5,12.4,9.0,13.6,65.1,50.4,0.008,0.0,2016,5,4,0,0,0,0,0,0
61.2,36.9,1013.1,991.6,12.4,9.5,13.6,72.7,48.9,0.0040000000000000036,0.0,2016,5,5,0,0,0,0,0,0
57.0,39.6,1013.4,991.7,11.2,8.7,15.5,67.6,46.4,0.0,0.0,2016,5,6,0,0,0,0,1,0
54.3,42.3,1015.0,993.2,10.3,3.9,7.8,67.3,40.1,0.175,0.0,2016,5,7,0,0,0,0,0,0
54.4,47.5,1019.5,997.6,8.7,2.3,3.9,67.1,42.8,0.35,0.0,2016,5,8,0,1,0,0,1,0
57.9,47.7,1022.8,1001.1,10.7,5.3,9.7,68.4,42.4,0.0,0.0,2016,5,9,1,0,0,0,0,0
56.9,49.9,1018.6,996.8,10.4,4.7,7.8,72.5,47.8,0.12,0.0,2016,5,10,0,1,0,0,0,0
59.1,52.3,1012.5,990.9,8.7,4.4,7.8,69.6,52.3,0.01,0.0,2016,5,11,0,0,0,0,1,0
57.2,51.7,1006.4,984.9,5.6,4.1,7.8,69.8,49.3,0.24,0.0,2016,5,12,0,1,0,0,1,0
55.0,52.1,1001.5,980.0,3.5,5.6,9.7,69.8,48.2,1.26,0.0,2016,5,13,1,1,1,0,0,0
62.4,52.3,999.3,978.2,10.2,4.9,9.7,72.3,53.6,0.64,0.0,2016,5,14,0,0,0,0,0,0
57.7,50.7,1004.0,982.6,12.4,4.2,7.8,70.7,50.2,0.02,0.0,2016,5,15,0,0,0,0,0,0
57.9,48.4,1011.5,990.0,11.0,4.9,7.8,67.3,46.0,0.205,0.0,2016,5,16,0,1,0,0,0,0
50.3,45.8,1012.3,990.4,9.4,3.9,5.8,56.3,47.1,0.39,0.0,2016,5,17,0,0,0,0,0,0
52.3,43.2,1013.3,991.4,9.7,2.9,3.9,61.5,41.9,0.21000000000000002,0.0,2016,5,18,0,0,0,0,0,0
50.3,41.0,1013.4,991.5,9.7,2.6,3.9,60.8,41.0,0.03,0.0,2016,5,19,0,0,0,0,0,0
56.8,41.5,1014.5,992.8,12.4,4.4,5.8,67.6,43.7,0.032,0.0,2016,5,20,0,0,0,0,0,0
62.6,43.7,1016.4,994.9,12.4,3.6,5.8,73.0,49.8,0.034,0.0,2016,5,21,0,0,0,0,0,0
63.3,46.2,1016.3,994.9,12.4,4.7,7.8,74.1,50.7,0.036000000000000004,0.0,2016,5,22,0,0,0,0,0,0
63.5,46.1,1013.4,992.0,12.4,4.6,7.8,74.3,51.1,0.038,0.0,2016,5,23,0,0,0,0,0,0
63.3,51.2,1007.8,986.6,10.2,3.6,7.8,75.6,52.7,0.04,0.0,2016,5,24,0,1,0,0,1,0
60.3,54.6,1005.8,984.5,9.4,4.9,7.8,69.8,55.8,0.09,0.0,2016,5,25,0,0,0,0,1,0
60.0,55.9,1008.9,987.5,5.7,6.4,9.7,69.8,54.0,0.43,0.0,2016,5,26,0,1,0,0,1,0
63.1,57.8,1014.4,993.0,9.6,5.2,7.8,72.0,56.8,0.03,0.0,2016,5,27,0,0,0,0,0,0
62.5,58.8,1013.0,991.6,7.0,3.3,5.8,70.9,58.6,0.04,0.0,2016,5,28,0,0,0,0,1,0
67.3,59.7,1010.6,989.5,8.8,4.9,9.7,78.1,55.8,0.02,0.0,2016,5,29,1,0,0,0,1,0
63.7,60.6,1008.9,987.7,6.7,3.9,5.8,72.5,58.1,0.0,0.0,2016,5,30,0,1,0,0,1,0
68.2,61.9,1009.1,988.1,8.7,3.6,9.7,77.0,57.0,0.75,0.0,2016,5,31,0,0,0,0,0,0
64.8,62.5,1012.1,990.8,3.2,4.9,7.8,72.0,61.7,1.5,0.0,2016,6,1,0,1,0,0,1,0
60.9,53.4,1014.0,992.5,9.4,7.8,11.7,66.4,55.0,1.3555555555555556,0.0,2016,6,2,0,0,0,0,0,0
63.2,51.1,1010.5,989.2,11.7,7.3,9.7,71.6,56.1,1.211111111111111,0.0,2016,6,3,0,0,0,0,0,0
65.1,49.6,1010.2,989.0,12.4,4.7,5.8,76.3,54.1,1.0666666666666667,0.0,2016,6,4,0,0,0,0,0,0
68.0,52.0,1011.0,989.8,12.4,3.2,5.8,78.8,53.6,0.9222222222222222,0.0,2016,6,5,0,0,0,0,0,0
64.2,47.6,1011.6,990.3,12.4,6.8,15.5,75.2,52.2,0.7777777777777778,0.0,2016,6,6,0,0,0,0,0,0
54.7,38.0,1020.1,998.2,12.4,6.6,9.7,62.6,44.6,0.6333333333333333,0.0,2016,6,7,0,0,0,0,0,0
56.0,39.1,1019.9,998.0,12.4,2.5,3.9,66.0,42.4,0.48888888888888893,0.0,2016,6,8,0,0,0,0,0,0
60.5,43.2,1015.3,993.7,12.4,5.3,7.8,70.7,48.0,0.34444444444444433,0.0,2016,6,9,0,0,0,0,0,0
62.9,49.9,1012.7,991.3,12.4,7.5,9.7,73.4,52.9,0.2,0.0,2016,6,10,0,1,0,0,0,0
64.1,55.8,1010.3,989.1,10.7,5.8,7.8,74.1,56.5,0.03,0.0,2016,6,11,0,0,0,0,1,0
62.3,53.4,1011.9,990.5,11.4,5.3,7.8,68.2,55.4,0.0,0.0,2016,6,12,0,0,0,0,0,0
60.8,58.4,1006.3,985.0,4.6,5.3,7.8,66.7,56.1,0.51,0.0,2016,6,13,0,1,0,0,0,0
66.7,61.5,1001.5,980.6,6.8,5.8,9.7,75.2,60.8,0.49,0.0,2016,6,14,0,0,0,0,1,0
65.9,62.6,1001.4,980.4,5.5,2.2,3.9,75.2,62.2,0.47,0.0,2016,6,15,0,1,0,0,1,0
70.0,60.7,1010.2,989.2,9.2,2.5,3.9,79.9,58.8,0.5874999999999999,0.0,2016,6,16,0,0,0,0,0,0
74.2,60.3,1015.5,994.5,10.9,7.5,11.7,85.1,62.2,0.705,0.0,2016,6,17,0,0,0,0,0,0
75.5,65.4,1015.8,994.9,12.4,5.8,7.8,85.3,64.8,0.8225,0.0,2016,6,18,0,0,0,0,0,0
73.0,64.3,1019.5,998.5,10.1,2.5,3.9,80.2,63.5,0.94,0.0,2016,6,19,0,1,0,0,1,0
77.2,68.7,1021.8,1000.8,10.7,4.9,7.8,87.1,66.4,0.84,0.0,2016,6,20,0,0,0,0,0,0
80.7,67.8,1023.0,1002.1,11.8,3.6,5.8,90.0,69.6,0.74,0.0,2016,6,21,0,0,0,0,0,0
80.8,68.9,1022.1,1001.3,11.0,3.9,5.8,90.5,67.6,0.6399999999999999,0.0,2016,6,22,0,0,0,0,0,0
78.8,68.9,1022.8,1001.9,8.8,5.1,7.8,88.2,69.4,0.54,0.0,2016,6,23,0,0,0,0,0,0
75.5,64.0,1021.6,1000.6,9.9,5.8,9.7,84.2,67.3,0.44,0.0,2016,6,24,0,0,0,0,0,0
76.1,61.8,1019.7,998.7,10.8,4.7,5.8,85.3,64.8,0.33999999999999997,0.0,2016,6,25,0,0,0,0,0,0
77.6,62.2,1016.6,995.8,12.4,4.7,7.8,88.3,66.2,0.24,0.0,2016,6,26,0,0,0,0,0,0
78.3,62.9,1010.9,990.2,12.4,3.3,7.8,90.0,67.3,0.14,0.0,2016,6,27,0,0,0,0,0,0
74.9,64.3,1007.0,986.3,9.5,6.1,9.7,88.5,67.1,0.04,0.0,2016,6,28,0,0,0,0,1,0
68.8,65.0,1009.4,988.4,9.3,6.3,9.7,78.4,65.8,0.03,0.0,2016,6,29,0,0,0,0,1,0
74.7,65.6,1011.7,990.8,9.2,8.0,11.7,84.4,64.8,0.0,0.0,2016,6,30,0,0,0,0,0,0
76.0,65.0,1014.8,993.9,9.4,6.9,9.7,85.3,66.9,0.01,0.0,2016,7,1,0,0,0,0,0,0
77.4,63.4,1015.7,994.8,10.3,3.9,5.8,87.1,64.6,0.02,0.0,2016,7,2,0,0,0,0,0,0
78.1,61.5,1013.1,992.3,10.9,3.6,5.8,86.9,66.2,0.03,0.0,2016,7,3,0,0,0,0,0,0
67.3,57.4,1014.8,993.5,12.4,7.8,11.7,74.8,58.5,0.04,0.0,2016,7,4,0,0,0,0,0,0
66.0,48.1,1017.4,996.0,11.2,4.2,7.8,77.9,53.1,0.03666666666666667,0.0,2016,7,5,0,0,0,0,0,0
70.9,48.2,1012.6,991.6,12.4,5.0,7.8,81.5,57.2,0.03333333333333333,0.0,2016,7,6,0,0,0,0,0,0
66.1,49.7,1013.9,992.6,11.1,4.5,7.8,75.0,56.8,0.03,0.0,2016,7,7,0,1,0,0,0,0
64.0,49.4,1018.2,996.7,11.0,3.9,5.8,75.2,52.7,0.055,0.0,2016,7,8,0,0,0,0,0,0
66.8,51.9,1014.7,993.4,9.9,4.4,7.8,79.3,54.3,0.08,0.0,2016,7,9,0,1,0,0,0,0
62.9,56.0,1014.6,993.1,9.1,3.9,5.8,72.7,55.2,0.0,0.0,2016,7,10,0,0,0,0,0,0
69.3,54.8,1017.3,996.0,10.3,3.4,3.9,81.3,55.0,0.0,0.0,2016,7,11,0,0,0,0,0,0
76.2,54.7,1016.7,995.8,12.4,5.6,7.8,88.2,61.9,0.0,0.0,2016,7,12,0,0,0,0,0,0
75.8,55.4,1014.6,993.7,12.4,5.8,7.8,87.8,61.5,0.0,0.0,2016,7,13,0,0,0,0,0,0
78.4,53.4,1010.1,989.4,12.4,5.5,7.8,91.4,58.5,0.0,0.0,2016,7,14,0,0,0,0,0,0
79.0,56.8,1010.6,989.9,12.4,7.1,11.7,94.1,60.8,0.0,0.0,2016,7,15,0,0,0,0,0,0
79.4,60.7,1011.7,991.0,12.4,6.7,9.7,94.1,64.6,0.0,0.0,2016,7,16,0,0,0,0,0,0
83.9,61.0,1007.8,987.3,11.6,3.6,5.8,96.3,66.9,0.0,0.0,2016,7,17,0,0,0,0,0,0
71.3,62.7,1004.4,983.5,9.5,5.8,7.8,77.7,61.9,0.0,0.0,2016,7,18,0,1,0,0,1,0
65.2,54.4,1008.9,987.7,9.9,6.1,9.7,73.8,58.8,0.87,0.0,2016,7,19,0,1,0,0,1,0
65.7,51.6,1012.1,990.8,12.4,3.9,7.8,76.1,57.7,0.76125,0.0,2016,7,20,0,0,0,0,0,0
66.0,48.4,1011.9,990.7,10.9,4.2,7.8,75.2,52.7,0.6525,0.0,2016,7,21,0,0,0,0,0,0
66.9,55.5,1012.5,991.3,11.2,4.6,7.8,73.8,60.8,0.54375,0.0,2016,7,22,0,0,0,0,0,0
67.3,58.9,1014.4,993.2,10.0,3.9,5.8,78.1,55.9,0.435,0.0,2016,7,23,0,0,0,0,0,0
71.0,57.7,1014.4,993.4,11.1,5.8,9.7,82.0,60.6,0.32625000000000004,0.0,2016,7,24,0,0,0,0,0,0
72.9,60.0,1015.5,994.5,11.8,4.7,5.8,84.6,60.8,0.21750000000000003,0.0,2016,7,25,0,0,0,0,0,0
74.1,60.5,1016.2,995.2,11.3,3.9,7.8,85.6,62.6,0.10875000000000001,0.0,2016,7,26,0,0,0,0,0,0
76.0,60.6,1016.4,995.4,11.7,4.7,5.8,88.0,63.1,0.0,0.0,2016,7,27,0,0,0,0,0,0
78.0,59.8,1015.5,994.7,11.7,3.4,3.9,90.5,62.6,0.16857142857142857,0.0,2016,7,28,0,0,0,0,0,0
79.6,58.7,1012.7,992.0,12.4,3.5,3.9,91.9,65.5,0.33714285714285713,0.0,2016,7,29,0,0,0,0,0,0
77.6,61.9,1012.6,991.8,12.4,3.9,5.8,87.4,69.8,0.5057142857142857,0.0,2016,7,30,0,0,0,0,0,0
74.9,62.7,1014.0,993.1,10.3,3.6,5.8,89.6,63.5,0.6742857142857143,0.0,2016,7,31,0,0,0,0,0,0
81.1,61.0,1012.7,992.1,11.2,4.2,7.8,93.4,65.5,0.8428571428571429,0.0,2016,8,1,0,0,0,0,1,0
77.9,63.3,1011.8,991.1,11.2,5.5,9.7,88.0,69.3,1.0114285714285713,0.0,2016,8,2,0,1,0,0,1,0
67.9,62.4,1013.5,992.3,11.3,6.8,9.7,74.3,61.9,1.18,0.0,2016,8,3,0,0,0,0,0,0
70.0,56.0,1017.5,996.4,12.4,5.0,7.8,83.7,58.8,1.1233333333333333,0.0,2016,8,4,0,0,0,0,0,0
72.2,55.6,1017.7,996.6,12.0,4.7,5.8,84.2,58.5,1.0666666666666667,0.0,2016,8,5,0,0,0,0,0,0
75.2,57.5,1016.0,995.0,12.4,4.2,5.8,87.6,60.8,1.01,0.0,2016,8,6,0,0,0,0,0,0
74.2,59.7,1016.3,995.4,12.4,8.0,13.6,85.5,65.8,0.9533333333333334,0.0,2016,8,7,0,0,0,0,0,0
67.9,51.1,1019.9,998.5,11.7,6.6,9.7,78.8,58.6,0.8966666666666667,0.0,2016,8,8,0,0,0,0,0,0
69.1,50.5,1017.0,995.8,12.4,3.9,5.8,80.6,54.3,0.84,0.0,2016,8,9,0,0,0,0,0,0
71.8,51.6,1012.6,991.6,12.4,3.2,5.8,86.0,55.8,0.7833333333333333,0.0,2016,8,10,0,0,0,0,0,0
75.3,54.5,1011.8,990.9,12.4,5.1,11.7,90.3,59.9,0.7266666666666667,0.0,2016,8,11,0,0,0,0,0,0
57.0,53.4,1017.8,996.0,7.5,10.0,15.5,59.4,55.4,0.67,0.0,2016,8,12,0,1,0,0,0,0
60.6,47.8,1021.0,999.3,11.0,6.9,9.7,68.7,54.0,0.02,0.0,2016,8,13,0,0,0,0,0,0
64.5,50.0,1018.7,997.2,10.9,4.5,7.8,75.9,49.6,0.07666666666666667,0.0,2016,8,14,0,0,0,0,0,0
68.9,57.4,1017.8,996.6,12.4,4.2,5.8,79.0,60.3,0.13333333333333336,0.0,2016,8,15,0,0,0,0,0,0
64.5,60.7,1015.5,994.1,8.3,3.7666666666666666,5.166666666666666,70.0,60.4,0.19,0.0,2016,8,16,0,0,0,0,0,0
67.7,60.9,1012.8,991.6,8.1,3.333333333333333,4.533333333333333,79.7,58.6,0.16625,0.0,2016,8,17,1,0,0,0,0,0
70.1,63.7,1011.8,990.8,9.3,2.9,3.9,78.8,61.5,0.14250000000000002,0.0,2016,8,18,0,0,0,0,0,0
68.4,62.1,1014.1,993.0,7.2,3.1,3.9,79.7,59.5,0.11875,0.0,2016,8,19,1,0,0,0,0,0
72.8,62.1,1017.1,996.1,8.9,5.2,7.8,84.2,62.4,0.095,0.0,2016,8,20,0,0,0,0,0,0
